seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
1826,Alan,Peters,56,Lewlas Lane,Ebgijsap,TX,61219,$2422.57,RED,03/06/1924
1827,Eugene,Hawkins,53,Rurpog Boulevard,Zotebha,DE,70411,$3844.67,WHITE,01/10/2030
1828,Landon,Hale,65,Unzu Junction,Soluat,CT,70208,$8761.68,BLUE,11/09/1924
1829,Marguerite,Harvey,45,Woge Boulevard,Bivvusmo,KS,25294,$6601.90,YELLOW,09/02/1935
1830,Blanche,Pratt,38,Acagam Road,Econuctaf,AK,43578,$8920.70,RED,06/16/1923
1831,Justin,Jensen,36,Zuma Junction,Ohpouso,SC,39495,$7501.33,BLUE,08/08/1975
1832,Celia,Cruz,33,Kakod Boulevard,Bizuwafu,NY,77884,$4448.51,WHITE,08/28/1996
1833,Juan,Moreno,40,Iduku Parkway,Raogawi,MD,39024,$8728.20,YELLOW,09/13/1999
1834,Beulah,Griffith,37,Cojo Center,Zewuwa,GA,57177,$2278.90,GREEN,01/11/1953
1835,Lou,Martinez,43,Cobkif Pike,Mizfipaze,AL,68205,$3929.98,GREEN,04/30/1943
1836,Billy,Castillo,19,Avaamu Highway,Tepbojoh,IA,78823,$1566.34,RED,08/13/1922
1837,Lily,Alexander,19,Ungaf Center,Imuruc,WA,62364,$2760.60,GREEN,12/20/2003
1838,Gerald,Schwartz,41,Fedu Pass,Ivkacab,MN,92277,$5672.94,WHITE,10/27/2021
1839,Jose,Lopez,40,Womfo Road,Rawgaiz,NC,02048,$7031.94,BLUE,08/17/1931
1840,Henrietta,Hernandez,28,Ehook Pike,Tajifas,TX,90378,$3709.64,GREEN,04/23/1992
1841,Elva,Adams,58,Nicwaj Turnpike,Wajcojev,GA,30785,$555.85,GREEN,05/23/1929
1842,Agnes,Chambers,27,Tuof Heights,Gotuor,MN,65562,$6288.65,YELLOW,01/28/2054
1843,Chris,Sparks,48,Kafsug Square,Utakeloz,MA,25255,$8911.30,GREEN,03/29/1909
1844,Mayme,Burgess,61,Udli Glen,Nezmukor,DC,74292,$2609.69,YELLOW,12/26/1999
1845,Shawn,Turner,64,Kimzo Highway,Soretpe,NM,46674,$3604.84,BLUE,11/23/1940
1846,Sophia,Rivera,54,Meve Plaza,Tawbote,MS,98572,$9612.28,GREEN,04/15/2061
1847,Phillip,Pena,27,Gowe Glen,Pupfukomu,HI,61670,$1732.61,WHITE,02/07/2002
1848,Glenn,Briggs,22,Ufosa Lane,Gipagoh,UT,45080,$1799.18,BLUE,01/17/1949
1849,Henry,Mitchell,35,Dezno View,Uwadoger,CO,21625,$5677.39,BLUE,01/23/1993
1850,Henry,Berry,35,Bucji Pass,Ojoveatu,NJ,07282,$5932.49,WHITE,08/30/1919
1851,Sean,Carroll,28,Gohah Mill,Ekkipa,WI,15901,$2898.70,BLUE,08/10/2040
1852,Ann,Reid,65,Hefe Way,Vokatape,NY,45245,$3386.01,BLUE,01/10/1901
1853,Devin,Day,18,Dizir Heights,Zebozhef,NM,72443,$7931.84,RED,05/11/1953
1854,Marian,Oliver,63,Curif Drive,Itgelleg,ME,90626,$647.40,YELLOW,12/12/1934
1855,Tillie,Barnett,45,Uwowis Lane,Kujgelpaf,VT,15702,$1537.69,BLUE,02/10/1926
1856,Cameron,Schultz,25,Lalna Terrace,Egigeva,MA,67592,$3929.93,BLUE,07/30/1912
1857,Antonio,Hodges,49,Zeefu Boulevard,Amaspal,MT,52513,$4908.40,WHITE,09/16/1948
1858,Philip,Lynch,30,Keju Trail,Peztawos,UT,57011,$9141.57,GREEN,07/03/1930
1859,Victoria,Ross,60,Fuzsor Court,Otecade,ID,15791,$5186.07,RED,10/19/1934
1860,Cynthia,Harper,19,Vebot Way,Onozegase,AZ,95579,$4562.76,GREEN,05/12/2005
1861,Theresa,Harrison,49,Hehme Road,Nurodaro,GA,69513,$9437.05,WHITE,07/29/2036
1862,Eric,Evans,27,Jidro Glen,Gefojaju,CO,58796,$9915.53,YELLOW,12/16/1950
1863,Maggie,Payne,31,Eseha Street,Pulaliciv,AR,84269,$9057.05,BLUE,11/16/1919
1864,Mildred,French,33,Zonrig Plaza,Cinodopa,HI,36006,$4699.29,RED,07/02/1923
1865,Ophelia,Hall,56,Riwta Square,Baetez,WA,68040,$659.55,WHITE,10/28/2003
1866,Gavin,Carpenter,47,Jabjof Place,Lalibe,OK,70875,$2087.22,WHITE,06/19/1900
1867,Maria,Huff,52,Arela Road,Hottizpe,NC,49178,$5176.77,YELLOW,02/04/2019
1868,Owen,Ortega,41,Nojume Ridge,Idkozwap,SC,47794,$6096.98,WHITE,01/12/1915
1869,Lee,Howard,32,Luvhis Highway,Fedsoze,ID,04093,$3818.42,BLUE,12/27/1905
1870,Henrietta,Harrison,52,Fibur Road,Rimlatede,SC,44486,$8661.90,WHITE,01/22/2036
1871,Walter,Bowers,55,Duhvoz Drive,Fumgumi,KS,56226,$7806.44,YELLOW,01/08/1997
1872,Jordan,Cohen,47,Midgid Park,Gotolti,LA,22942,$5050.55,GREEN,09/07/2001
1873,Logan,Nichols,65,Ewihu Avenue,Cugejke,NE,36661,$3580.05,WHITE,09/06/1964
1874,Charlotte,Gibbs,55,Fumel Parkway,Legnarat,MN,69339,$950.51,RED,08/25/2018
1875,Dale,Fields,29,Dagate Manor,Ruibpom,MS,18429,$9288.69,YELLOW,07/12/2008
1876,Lawrence,Chandler,20,Bujev Boulevard,Moevubu,NJ,53032,$3033.70,GREEN,04/17/2061
1877,Nina,Banks,31,Mectom Road,Bicakfa,MN,37818,$6429.21,YELLOW,07/23/1995
1878,Tony,Carroll,29,Izezif Center,Iceahedet,OK,52354,$6454.37,YELLOW,05/22/1929
1879,Austin,Delgado,41,Tinure Avenue,Nolihri,NM,38451,$3385.89,GREEN,11/06/2065
1880,Mathilda,Rice,62,Ihmam Square,Noijini,HI,66541,$6872.52,GREEN,04/02/2033
1881,Loretta,Ferguson,41,Kefi Park,Ecuecugo,KS,67044,$3517.46,GREEN,04/10/1933
1882,Troy,Beck,52,Awjom River,Kozevdu,NY,36250,$8058.24,RED,11/12/2015
1883,Franklin,Burns,49,Elmew Road,Retzacema,MS,00380,$2622.67,RED,07/02/1954
1884,Augusta,Gonzales,57,Ecedam Highway,Sotaleuf,PA,58377,$9677.29,WHITE,06/02/1951
1885,Lilly,Houston,48,Vufsi Street,Foblucvoc,NJ,65430,$2369.32,WHITE,11/18/1996
1886,Jim,Rice,27,Zeuta Point,Ofotegod,IA,31985,$6201.61,RED,09/30/2035
1887,Nathan,Hogan,41,Turcem Mill,Tufvavel,DC,78700,$8417.96,BLUE,11/06/2068
1888,Eddie,Fletcher,49,Feko Drive,Atrusop,FL,33051,$4829.73,RED,07/24/1905
1889,Sarah,Roberts,38,Umran Square,Vonojno,WI,49898,$6577.43,GREEN,11/16/2023
1890,Brett,Mason,64,Losar Terrace,Akavopnaj,IL,94387,$9878.53,RED,06/29/2032
1891,Anne,Harrison,24,Wanfa Park,Jiukru,PA,83874,$6591.79,RED,05/23/2048
1892,Rodney,Estrada,59,Bape Avenue,Palziwami,OH,07195,$5605.96,GREEN,05/12/2024
1893,Myrtie,Hardy,21,Dise Pike,Hanifzis,NH,46028,$2001.50,GREEN,07/13/1941
1894,Derrick,Warren,40,Taved Loop,Vopupu,AL,44198,$7605.97,YELLOW,11/09/1905
1895,Cora,Joseph,23,Pufoj Park,Ivuvasi,WA,21439,$7537.70,GREEN,06/30/2053
1896,Emily,Moran,45,Bojto Turnpike,Nakemki,KY,22692,$1216.66,WHITE,03/14/1933
1897,Clyde,Nash,53,Rupew Center,Lawezof,NE,08063,$8858.68,GREEN,03/09/1979
1898,Glen,White,60,Lolow Extension,Nipezcol,MD,99707,$6102.15,YELLOW,06/29/1986
1899,Theodore,Walters,37,Vadon Parkway,Bagcuuv,WV,94608,$9744.86,GREEN,01/06/1997
1900,Tony,McKenzie,33,Nulime River,Esvevtu,IN,26351,$1002.05,YELLOW,04/08/1949
1901,Steve,Henderson,44,Pafu Court,Fidbusbul,WI,61230,$8478.23,BLUE,05/28/2003
1902,Bettie,Frazier,51,Ulek Highway,Didduzag,KS,63642,$2144.48,WHITE,02/23/2006
1903,Georgie,Alvarez,30,Joji Trail,Vosmewge,AL,45982,$4591.12,GREEN,10/19/2010
1904,Ricardo,Porter,62,Kodfim Loop,Weirilid,VT,34186,$59.37,RED,07/12/1961
1905,Edgar,Newman,18,Babed Place,Ziferove,OH,42380,$7462.05,WHITE,07/19/1968
1906,Blake,Phelps,56,Lowkof Loop,Udteezu,NJ,71222,$4236.27,WHITE,09/18/2012
1907,Inez,Garza,35,Pahu Heights,Loribir,DC,79279,$6286.61,GREEN,02/15/1920
1908,Ina,Martin,51,Mojivu Highway,Azgecah,ID,35918,$9842.70,RED,11/03/1921
1909,Paul,Reese,50,Pemoj Boulevard,Likhucfe,AK,44222,$7136.75,WHITE,10/08/1988
1910,Estelle,Moore,32,Wone Drive,Rolupopo,LA,17782,$7631.54,GREEN,11/10/1993
1911,Clayton,Buchanan,53,Rugbug Mill,Sevuggop,IA,62152,$8098.05,YELLOW,01/23/1966
1912,Brett,Shaw,37,Tahog View,Senura,WY,14559,$4436.88,YELLOW,05/07/1976
1913,Dora,Bates,51,Foul Trail,Ibrelno,MI,83912,$3339.95,GREEN,03/10/2033
1914,Elva,Carpenter,65,Jenved Street,Cesticuf,MT,90620,$4007.32,WHITE,10/08/2045
1915,Betty,Padilla,52,Gedor Manor,Igiemum,IL,53302,$7672.91,BLUE,07/03/1963
1916,Alejandro,Farmer,46,Supah Square,Ilafesah,RI,65993,$6847.05,WHITE,11/02/1998
1917,Jon,Taylor,64,Vidni Key,Tunniake,OR,58574,$7826.04,WHITE,12/26/2011
1918,Wesley,Wilkins,22,Pecup River,Uvvuisi,TX,90758,$674.74,GREEN,10/05/1944
1919,Sean,Johnston,53,Badla Park,Ozijoju,MN,58093,$9699.96,WHITE,05/05/1911
1920,Rosalie,Parsons,39,Edisum Road,Visetza,DE,35492,$3259.04,WHITE,05/01/2061
1921,Lawrence,Hardy,49,Vool Ridge,Bedhifgid,PA,86003,$3788.85,BLUE,02/27/2004
1922,Inez,Myers,47,Vodpig Plaza,Damvezjuw,AR,96778,$7049.34,WHITE,04/23/2041
1923,Derrick,Cruz,20,Etikon Park,Zasilo,NV,03196,$7773.67,YELLOW,04/02/1910
1924,Lucinda,Roberson,49,Botin Avenue,Akunhag,SC,12383,$7050.58,RED,04/25/2013
1925,Sam,Perkins,27,Giive Glen,Dalmorguw,OH,34002,$694.57,GREEN,03/10/2020
1926,Lois,Burke,38,Soor Terrace,Vardajwe,SD,81140,$6996.48,BLUE,09/07/1967
1927,Robert,Aguilar,29,Bocfe Extension,Irkafor,MD,56038,$7216.83,GREEN,04/23/1937
1928,Polly,Manning,18,Imahut Court,Ovsarut,MS,68397,$7480.24,WHITE,11/17/1987
1929,Gary,Keller,19,Banri Terrace,Kazpehowi,AR,24352,$956.71,GREEN,08/16/2057
1930,Florence,Barnes,51,Puves Boulevard,Roopajad,IL,02505,$3712.20,RED,08/06/2006
1931,Victor,Carroll,45,Ebuj Square,Akavuuge,KS,26745,$7675.54,GREEN,01/23/2041
1932,Lettie,Wright,55,Iche Ridge,Jamkiad,ID,92739,$3658.90,RED,05/16/1954
1933,Jon,Fields,21,Igakup Mill,Sazrisil,VA,92530,$2422.78,BLUE,04/02/1938
1934,Jennie,Harris,38,Worfa Glen,Ufawiga,UT,86742,$6933.43,YELLOW,06/26/2047
1935,Stephen,Pope,51,Towuw Heights,Guguka,MT,10910,$1416.58,YELLOW,10/08/1959
1936,Clifford,Diaz,46,Nukho Trail,Birowofu,NH,23350,$8910.40,BLUE,07/29/2043
1937,Mabelle,Chandler,53,Bugdag Trail,Uhhihif,IL,39152,$2903.35,GREEN,03/19/2040
1938,Violet,Banks,28,Ripmon Place,Favdebe,WY,23649,$2072.98,WHITE,02/17/2002
1939,Lura,Torres,55,Zotpo Grove,Kavpapo,KS,29786,$5915.82,WHITE,01/20/1999
1940,Don,Barton,61,Ufeug Path,Zudgajrup,LA,98963,$4072.08,RED,04/09/2014
1941,Ophelia,Kennedy,27,Meadu Path,Savufgo,LA,23852,$2272.38,WHITE,02/13/1915
1942,Adelaide,Meyer,36,Irlon Ridge,Teolfoj,CO,63709,$4194.83,GREEN,06/24/2040
1943,Cory,Boone,31,Uvkil Lane,Ulopodfo,NV,66262,$6036.56,GREEN,12/30/2011
1944,Ernest,Fitzgerald,42,Zugub Trail,Etadevi,CO,43729,$7444.00,BLUE,11/07/1948
1945,Johnny,Phelps,40,Fiifa Heights,Leuwca,OH,12869,$5462.36,GREEN,10/02/1909
1946,Mark,Poole,62,Kolpo Lane,Belizeomu,OR,45230,$2381.14,WHITE,11/28/2002
1947,Addie,Keller,35,Kine Street,Hucijhaf,NV,58763,$9893.57,YELLOW,12/11/1939
1948,Bertha,Chambers,60,Vikumo Way,Picrorrot,NH,03026,$6804.35,GREEN,07/03/2017
1949,Madge,McKenzie,44,Kabpa Parkway,Acsebih,GA,83439,$3244.80,YELLOW,08/06/2006
1950,Nicholas,Phelps,64,Jibvow Place,Ziziravik,MI,13445,$2195.31,YELLOW,05/21/1946
1951,Robert,Barnett,52,Puas Court,Tawavul,ND,43426,$3856.75,RED,02/04/2048
1952,Christine,Gomez,33,Jiuh Highway,Bojrameg,NC,97951,$8634.08,BLUE,04/23/1988
1953,Viola,Richards,21,Arko Highway,Ulibolonu,MI,16025,$5149.15,GREEN,03/25/2043
1954,Aiden,Haynes,57,Cauce River,Satavuf,TX,45865,$3907.47,YELLOW,06/09/2018
1955,Flora,Norton,50,Baame Heights,Fepifub,NY,99243,$1139.78,WHITE,03/30/1979
1956,Fred,Murray,40,Hihef Manor,Zatazube,VA,55449,$812.95,YELLOW,12/28/2070
1957,Matilda,Clarke,21,Nelwu Street,Wewuziku,MS,87221,$6592.19,GREEN,02/23/2021
1958,Lou,Woods,41,Obuf Path,Radugno,AK,85092,$6301.77,WHITE,08/22/1941
1959,Brett,Harris,63,Gunkic Trail,Mabobi,MO,10629,$1370.95,GREEN,03/22/1900
1960,Landon,Hawkins,40,Nanlo Lane,Gehkisis,MO,22328,$1959.53,BLUE,03/12/1979
1961,William,Daniel,32,Zompe Loop,Wirdanmem,IA,73728,$1291.22,GREEN,08/24/2053
1962,Frank,Maxwell,46,Loapa Grove,Geruci,NC,12221,$1000.64,WHITE,09/17/2000
1963,Sallie,Quinn,64,Kozis Terrace,Panfino,PA,30761,$5906.70,GREEN,05/24/2031
1964,Roger,Harvey,31,Tardi Court,Kailanog,GA,36776,$7278.98,WHITE,07/21/1965
1965,Max,Moreno,51,Gafa Manor,Futajip,MA,92640,$2627.77,WHITE,03/18/1992
1966,Virginia,Mason,36,Naon Highway,Notitna,HI,72555,$4738.11,BLUE,07/14/2062
1967,Eddie,Ward,49,Zucsi Drive,Nufofzeh,CT,37437,$4824.69,RED,10/04/2035
1968,Adelaide,Mendez,30,Marew River,Kitfosaf,SC,55202,$2726.35,WHITE,11/24/1948
1969,Clayton,Turner,32,Gewep View,Namokwup,OH,94336,$174.90,YELLOW,05/21/1962
1970,Harvey,Morgan,62,Jimog Road,Dobossen,WI,06045,$9984.14,WHITE,05/15/2000
1971,Mike,Rodriquez,32,Simup Heights,Dicegom,IA,52208,$6630.44,YELLOW,06/18/1932
1972,Gerald,Butler,24,Dotez Lane,Vonegro,WV,62692,$927.96,BLUE,01/13/1947
1973,Johnny,Cohen,19,Faffor Key,Sajuput,WY,72420,$3469.42,WHITE,04/27/2029
1974,Vera,Castillo,31,Nuwec Trail,Itmobuj,RI,17117,$3419.67,BLUE,07/12/2049
1975,Vincent,Santos,52,Nuaje Place,Hikoaj,NY,68752,$6355.68,RED,01/10/1949
1976,Elva,Blake,22,Jicho Plaza,Hodnuecu,MT,82668,$5353.16,BLUE,11/07/1910
1977,Myrtie,Long,33,Huig River,Utcaho,MT,93386,$4929.65,WHITE,08/28/2061
1978,Nicholas,Higgins,58,Tizo Center,Owevuro,ID,90371,$2793.05,RED,09/16/2004
1979,Aiden,Henry,20,Soszu Plaza,Farifan,KS,27211,$2806.43,WHITE,03/01/1906
1980,Stanley,Sutton,29,Civpin Pass,Ficjanet,NM,98101,$2228.15,RED,08/18/1908
1981,Helena,Anderson,19,Nudsi Trail,Suicpez,WY,88948,$236.06,WHITE,01/04/2066
1982,Owen,Holland,50,Zizes Boulevard,Setziszuc,CT,07457,$2160.69,BLUE,12/06/2011
1983,Adam,Hernandez,32,Luwere Drive,Rineama,PA,37440,$6623.78,RED,07/10/1907
1984,Inez,Thornton,23,Rofnaz Extension,Mejsuhug,CA,85678,$8039.64,GREEN,09/02/2009
1985,Paul,Ramos,49,Puuwi Trail,Miihion,AK,94057,$7971.81,RED,02/08/2068
1986,Alan,Edwards,34,Vanolo Lane,Ehofgo,NV,55310,$5832.67,YELLOW,08/20/1999
1987,Lois,Williams,59,Rasa Way,Medusker,NV,63617,$8774.18,BLUE,12/17/2001
1988,Marguerite,Copeland,46,Ajuubi Pike,Fivgodol,CO,32399,$8326.56,BLUE,08/29/1914
1989,Blake,Morales,52,Cuscu Square,Wuicba,NV,34783,$2372.24,WHITE,04/09/1995
1990,Gregory,Williams,61,Siol Trail,Reczufpoz,MN,83029,$2762.09,BLUE,05/03/1995
1991,Tony,Black,59,Tifki View,Rocliugo,OK,61483,$4932.90,GREEN,02/15/1917
1992,Rodney,Greer,20,Sufu Place,Pesepiwo,TX,49977,$935.10,YELLOW,09/01/2051
1993,Willie,Lane,50,Mutrev Center,Vatduwwu,OR,75697,$8002.55,RED,04/08/1982
1994,Don,McCoy,35,Baip Street,Amvepjij,NC,68672,$2867.95,YELLOW,04/02/2047
1995,Fred,Ross,61,Ikur Terrace,Umuibnu,OK,24027,$8999.81,WHITE,08/25/2052
1996,Fannie,Terry,32,Evefa Plaza,Zifurviz,NY,96556,$5218.14,WHITE,09/12/1921
1997,Winifred,Curry,44,Gibvum Heights,Vukpoul,SC,35151,$7271.08,RED,04/22/2033
1998,Ralph,Green,36,Aplar Road,Lafzaso,MT,53516,$2424.04,GREEN,07/10/2021
1999,Blanche,Wright,27,Boppud Way,Gaetazig,IN,37875,$1514.60,YELLOW,09/26/2051
2000,Nellie,Morrison,48,Kare Path,Vajaknoj,MS,47978,$7828.67,YELLOW,05/17/2001
2001,Leila,Wilkins,56,Wetono Key,Bedpictad,NC,25463,$5119.01,RED,11/10/1932
2002,Antonio,Powers,48,Zeva Drive,Jocobmor,ND,78842,$7947.00,WHITE,07/28/1929
2003,Blake,Brown,61,Zuret Boulevard,Ulevufru,WI,28202,$1686.30,RED,04/09/1973
2004,Ernest,Hayes,43,Usatad Extension,Uvivilgo,OK,38421,$6024.03,WHITE,06/11/2069
2005,Derek,Fuller,30,Lafsuc Mill,Lenazta,ND,36278,$9205.76,BLUE,12/15/1933
2006,Leila,Mack,45,Cavje Highway,Nogema,NY,26164,$8202.19,YELLOW,05/14/1957
2007,Glen,Williams,20,Mireb Path,Nitnaja,IN,63787,$3832.93,GREEN,03/22/1982
2008,Willie,Flowers,56,Wudib Point,Robzofa,WV,72157,$5033.22,BLUE,03/07/1909
2009,Lou,Mann,47,Isdi Path,Ficarun,RI,53080,$667.00,YELLOW,05/27/1919
2010,Maude,Stanley,60,Ifsog Pass,Ewelidaw,MN,29507,$8487.71,BLUE,07/06/1921
2011,Ina,Hayes,32,Gapa Trail,Itubiiso,CA,10168,$914.42,GREEN,12/27/1949
2012,Leonard,Barton,58,Niwi Turnpike,Docuvku,VT,69281,$170.54,GREEN,11/26/2041
2013,Olga,Howell,33,Kevuh River,Pumothir,RI,35394,$7516.21,GREEN,06/02/2003
2014,Harriet,Klein,64,Ubiwo View,Vacapeku,WV,38047,$8864.22,YELLOW,02/06/1933
2015,Edith,Elliott,56,Sugfeg Avenue,Beakobi,AZ,46841,$1631.60,GREEN,08/25/1953
2016,Mark,Baker,63,Wuvwu River,Ropbowo,LA,09329,$770.06,BLUE,06/04/2000
2017,Zachary,Long,37,Pecop Terrace,Wicniez,AZ,95808,$4266.37,BLUE,08/08/1950
2018,Millie,Todd,61,Ijovu Point,Sesfogub,MN,62461,$5064.45,RED,08/28/1967
2019,Bradley,Sanders,35,Vajdi Avenue,Ebfakvod,NM,92231,$533.21,WHITE,11/13/1985
2020,Francis,Patrick,60,Jazji Manor,Rekaes,NH,80862,$5908.97,WHITE,12/02/1958
2021,Josephine,Hopkins,36,Kehoj Path,Jidnekvo,UT,02570,$8510.04,RED,12/26/1994
2022,Joseph,Mann,31,Udhel Center,Luliwap,MD,43517,$2887.95,BLUE,07/12/1955
2023,Abbie,Hale,50,Kuma Extension,Dopfuker,GA,73350,$1958.82,WHITE,09/29/2039
2024,Mamie,Wong,48,Keol Mill,Boocav,HI,20112,$6440.65,BLUE,03/17/1954
2025,Calvin,Rice,65,Vail Highway,Denculwu,MA,16944,$3714.70,RED,02/01/1915
2026,Hilda,Joseph,61,Ciaj Pass,Awhuku,OR,22688,$3001.39,WHITE,04/18/1908
2027,Alvin,Joseph,52,Fecmi Mill,Suwfeak,CO,63167,$1724.01,YELLOW,01/07/1911
2028,Lillie,Floyd,35,Zaci Street,Haivegoh,RI,99236,$3527.17,RED,07/19/1972
2029,Gavin,Crawford,57,Luer Pike,Oropeiza,NM,26255,$8189.18,BLUE,01/12/1944
2030,Ora,Richards,24,Gidiw Boulevard,Ekoicejab,MI,21498,$5940.88,GREEN,01/07/2001
2031,Julian,Palmer,63,Ogpo Glen,Ciddekni,FL,69198,$2584.57,BLUE,10/05/2055
2032,Abbie,Wallace,22,Lanvi Drive,Fawrimhil,RI,06632,$3247.30,YELLOW,05/27/1941
2033,Eddie,Cobb,58,Emoput Trail,Jodrawluw,NC,88918,$7148.33,WHITE,01/29/2062
2034,Birdie,Ford,30,Gurcan Manor,Heuwsed,ND,52024,$1098.33,BLUE,07/08/1960
2035,Winnie,McDonald,32,Revva Avenue,Wibuwa,SC,36720,$9215.20,RED,05/30/1913
2036,Gilbert,Yates,19,Limga Extension,Keijuija,KY,79206,$5238.80,WHITE,01/28/2028
2037,Leon,Santos,48,Vikma Plaza,Amirolepo,VA,90224,$2123.26,GREEN,11/30/1942
2038,Estelle,Day,41,Osoro Square,Bihireraz,HI,35315,$4390.67,WHITE,08/08/1921
2039,Roxie,Parks,41,Ukov Key,Itejibut,IA,97029,$4319.17,BLUE,07/07/1990
2040,Elizabeth,George,50,Kotpo Turnpike,Riudoehu,LA,20338,$7551.73,GREEN,07/13/2039
2041,Effie,Bridges,39,Corta Turnpike,Mifsiktit,IL,31413,$9179.50,YELLOW,08/03/2011
2042,Phillip,Austin,18,Tune Pike,Hamufaj,NY,11006,$4944.06,WHITE,05/15/1961
2043,Mitchell,Elliott,61,Juvi Parkway,Dulciwwi,IL,98651,$8900.03,WHITE,03/26/2024
2044,Julia,McLaughlin,50,Sifka Square,Dozomnus,IA,99716,$9715.28,YELLOW,10/27/1966
2045,Jordan,Underwood,49,Keeg Trail,Kufzukew,MA,65423,$7291.66,BLUE,12/08/1908
2046,Verna,Bishop,36,Imuiz Place,Piwimawo,WV,20284,$3748.70,YELLOW,06/22/1931
2047,Todd,Keller,43,Zijpa Place,Hajatta,OR,07045,$3096.24,BLUE,02/17/1954
2048,Jon,Fields,35,Huze Key,Pirgowri,MO,23832,$4938.39,GREEN,10/13/1922
2049,Marcus,Brown,50,Wanku Ridge,Akiwiwu,ME,40473,$4195.21,BLUE,07/17/1933
2050,Eugenia,Sanders,42,Zufaro Pike,Jogulis,UT,10822,$7651.20,GREEN,07/07/1908
2051,Daniel,Reyes,32,Pupak Street,Tipzupoc,WV,51291,$8881.59,GREEN,04/17/2001
2052,David,Roberson,18,Zigor Pass,Ukoilice,TX,94200,$4624.57,WHITE,11/25/2031
2053,Carlos,Conner,50,Silok Circle,Zuloug,MT,70658,$1551.93,YELLOW,07/04/1941
2054,Leah,Gibson,53,Zizmu Square,Biokje,NH,60596,$2962.73,YELLOW,11/20/1968
2055,Joshua,Meyer,51,Lurif Lane,Nilowes,GA,72203,$3583.71,GREEN,08/02/1983
2056,Jennie,Carson,32,Kuvho Circle,Tajizeh,ND,45085,$8604.74,RED,07/10/1937
2057,Isaiah,Carr,18,Pulel Park,Safnajac,HI,67870,$5336.91,YELLOW,10/07/1993
2058,Julian,Washington,57,Wuhcoh Avenue,Putavsi,VT,18002,$4548.60,WHITE,08/30/1961
2059,Phoebe,Luna,52,Fadluf Terrace,Nilapwih,OH,82060,$7704.04,RED,02/25/1957
2060,Edward,Ramos,50,Dugeh Point,Uscodpu,VA,48397,$6767.21,BLUE,02/03/2040
2061,Georgia,Roberson,54,Soif Avenue,Tifvujot,OK,73256,$9793.62,WHITE,02/27/2052
2062,Pearl,Tucker,26,Bebo View,Gopvuta,NH,71902,$57.03,WHITE,07/23/1952
2063,Jean,Neal,19,Zuwag Road,Vajhehke,OK,96581,$3601.81,WHITE,01/24/1969
2064,Clifford,Diaz,38,Levki Path,Temrizbaw,TN,94084,$1775.71,RED,05/30/1937
2065,Bertie,Ortega,31,Tohkak Place,Meranu,LA,50063,$2751.95,YELLOW,08/19/1989
2066,Harry,Lyons,63,Hojuno Mill,Nowledroz,CA,66129,$8664.41,GREEN,07/01/2044
2067,Don,Bailey,44,Jahle Mill,Zavajuufu,SD,59235,$2430.56,GREEN,09/30/1974
2068,Angel,Fernandez,29,Mafor Center,Tizazho,ME,59520,$998.39,WHITE,09/09/1914
2069,Elnora,Copeland,41,Hehot Place,Iguwata,MI,46666,$847.35,GREEN,08/23/1905
2070,Owen,Oliver,49,Lovu Grove,Abaverko,MA,86888,$9423.97,BLUE,08/04/1950
2071,Caleb,Rivera,28,Ponnaf Path,Bonibomam,NJ,60537,$383.48,YELLOW,06/13/1991
2072,Lottie,Abbott,49,Alodu Pass,Heibebe,OK,43548,$4008.56,WHITE,06/29/1915
2073,Jorge,Mitchell,22,Cotde Trail,Ufdioc,DE,67018,$1030.36,BLUE,03/19/1928
2074,Wesley,Austin,30,Hadil River,Ojfuoba,IN,62221,$9554.36,GREEN,07/15/2054
2075,Antonio,Rodriguez,29,Fufin Glen,Enpado,SD,64421,$6170.77,GREEN,01/06/2045
2076,Effie,Hodges,44,Gemci Path,Vanibuzil,LA,46930,$9509.03,GREEN,04/05/1963
2077,Marguerite,Hopkins,48,Doasu Point,Rupkizpuh,MS,96258,$4181.55,WHITE,10/20/1907
2078,Edgar,Bishop,41,Nofi Lane,Pewvesaz,NY,62992,$8445.33,GREEN,11/22/2022
2079,Nettie,Williamson,52,Kige Avenue,Janebi,MS,38250,$4556.18,RED,05/05/2047
2080,Nell,Fleming,23,Nihum Lane,Gihacti,IL,92990,$5656.05,WHITE,10/25/2005
2081,Christine,Nunez,25,Ihimek Mill,Gofenbi,NJ,83342,$5472.17,GREEN,08/11/2055
2082,Eddie,Gonzales,59,Hifi Terrace,Dogreli,CA,78320,$5332.36,BLUE,02/18/2056
2083,Bertie,Maxwell,42,Vemal Manor,Wecuje,IN,29929,$3470.85,BLUE,07/30/2031
2084,Todd,Brady,53,Kuhba Highway,Urkiubi,OK,48965,$2629.80,YELLOW,03/11/2048
2085,Francis,Young,24,Mozig Way,Noltabem,WV,06525,$1570.17,WHITE,10/10/1940
2086,Ida,Howell,35,Mozug Key,Pazdovus,TN,81486,$8206.59,WHITE,11/07/1938
2087,Mable,Horton,63,Egiwab Pike,Zafjaago,HI,61717,$4771.36,YELLOW,11/15/1947
2088,Sean,Graham,35,Luop Manor,Cajjobso,ID,49543,$520.41,YELLOW,07/07/2041
2089,Austin,Fowler,23,Avoapo Lane,Talfead,AR,25714,$3318.70,BLUE,11/20/2017
