seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
4264,Keith,Cummings,59,Wufa Trail,Gugecov,AR,63367,$5445.41,YELLOW,12/23/2007
4265,Mattie,Roberts,19,Rijzud Place,Migvilel,ID,80718,$5719.57,WHITE,01/29/1919
4266,Birdie,Sutton,61,Wilmad Park,Pacmohter,AZ,77029,$2902.61,RED,10/18/1950
4267,Sylvia,Green,56,Hufo Place,Rugespoz,MT,11692,$2328.74,WHITE,06/09/1987
4268,Herbert,Larson,63,Okbo Lane,Lateli,WV,25462,$6799.57,GREEN,05/01/1955
4269,Esther,Sherman,30,Cori Square,Geirem,GA,71191,$109.04,YELLOW,09/19/1907
4270,Craig,Becker,30,Nauna Manor,Nohrevte,UT,11573,$1599.51,GREEN,06/30/1974
4271,Genevieve,Huff,33,Komig Plaza,Neezekuw,TN,55122,$9077.93,BLUE,05/13/2013
4272,Iva,Hawkins,54,Fubu Street,Puswegom,TN,90352,$7994.19,WHITE,11/19/1978
4273,Henry,Parker,63,Gafnip Ridge,Ezeevisoj,NY,23801,$589.36,YELLOW,01/17/2013
4274,Alta,Hale,21,Muog Road,Waesaje,GA,47935,$8051.36,BLUE,09/08/1910
4275,Ethan,Soto,23,Kuze Square,Egavikud,RI,60042,$5421.87,RED,07/03/1946
4276,Gerald,Black,54,Olidac Ridge,Laginnug,IN,69228,$3661.36,RED,04/17/2008
4277,Winnie,George,36,Raso Parkway,Tupakza,HI,72075,$4248.10,RED,08/20/1954
4278,Jared,Cortez,39,Beknav Manor,Cojavna,WI,34711,$6388.79,RED,10/29/1985
4279,Evan,Romero,57,Hues Road,Pocnezpe,LA,16293,$9734.99,BLUE,08/30/1990
4280,Blake,Ryan,22,Kusvar Extension,Mucetada,ID,00544,$5240.34,YELLOW,05/10/1930
4281,Ada,Vargas,42,Pebuw Glen,Dofaanu,AL,51209,$6806.74,RED,03/27/2024
4282,Wesley,Grant,52,Dekod Path,Lonasna,KY,45028,$2178.52,GREEN,10/09/2062
4283,Jared,Griffith,35,Biben Loop,Genmikbuw,MD,07713,$2586.57,GREEN,10/20/1957
4284,Ada,Gill,57,Pignu River,Dasejo,MT,46694,$7440.31,YELLOW,03/16/2001
4285,Mabelle,Wheeler,39,Liva Point,Erehega,VA,36798,$2722.38,RED,07/19/2046
4286,Stephen,Townsend,41,Dapo Point,Fomnilhev,IN,81740,$2098.38,RED,10/24/1966
4287,Edward,Davidson,39,Fenek Terrace,Jiwofci,WI,81885,$8135.03,YELLOW,11/13/2007
4288,Virgie,Mason,25,Sikfi Pike,Fazazboz,TN,73618,$5543.88,RED,05/29/1959
4289,Rhoda,Newman,39,Gubas View,Felejit,IL,52618,$2566.63,WHITE,02/08/1994
4290,Eula,Schultz,56,Vipa Junction,Nereror,TX,71354,$1189.79,YELLOW,12/22/2000
4291,Olga,Watts,45,Lugwud Lane,Arpepok,ID,09171,$1233.00,WHITE,04/10/1973
4292,Isabel,Wilkerson,35,Monhob Court,Repdowizu,MA,77476,$5901.84,GREEN,02/23/1992
4293,Katharine,Carter,65,Mitwa River,Omninmu,AZ,44875,$4482.36,BLUE,01/05/1930
4294,Chad,Hart,49,Kuug Street,Ukodunuj,NM,29299,$6891.02,YELLOW,07/02/1985
4295,Brian,Riley,58,Sage Avenue,Wotkeuv,CT,95476,$2563.80,BLUE,11/14/2004
4296,Amanda,Hamilton,39,Kecjiw Road,Uzokevih,MA,14886,$8510.72,YELLOW,06/27/1909
4297,Derrick,Coleman,29,Isonib Center,Cahvuge,NY,78154,$4938.29,YELLOW,01/21/1926
4298,Sam,McGee,39,Oheki Pike,Sipomug,LA,81823,$1202.93,YELLOW,01/12/1903
4299,Tillie,Higgins,25,Dojeje Boulevard,Gizinsaw,CO,87017,$7855.62,WHITE,12/28/2015
4300,Katherine,Mendoza,52,Wabeso Loop,Fogkiwu,NE,35919,$5134.82,BLUE,08/03/2015
4301,Derek,Sanders,31,Mefpu Extension,Secegego,WY,26417,$7176.01,WHITE,09/09/2050
4302,Sue,Sherman,56,Arehum Mill,Mijamvun,IA,48435,$2078.70,YELLOW,03/20/2032
4303,Phillip,Bates,63,Ribe Highway,Namazik,WY,30328,$5457.71,YELLOW,11/15/2055
4304,Kathryn,Jordan,53,Cazcu Boulevard,Kerbuvzi,DC,11544,$2761.97,GREEN,10/15/2047
4305,Alma,Riley,25,Jehjew Plaza,Hucefkuw,MS,31063,$4270.00,GREEN,03/07/2053
4306,Laura,Arnold,62,Zoit Manor,Muskipog,MA,26459,$4389.22,YELLOW,02/11/2064
4307,Gary,Carr,52,Ponoz Manor,Medejwi,CO,76141,$2518.15,YELLOW,07/15/1955
4308,Maud,Robertson,26,Bekgi Park,Cunbiwoz,NM,42885,$896.41,RED,07/19/2042
4309,Owen,Perez,28,Kuvuc Park,Tagbubow,MO,90558,$3663.26,GREEN,06/23/1961
4310,Jerome,Warner,45,Zadjew Center,Zuzvedhu,MD,91489,$8700.73,WHITE,08/12/1962
4311,Jane,Martinez,25,Vazka Loop,Bululta,CA,14513,$3796.08,WHITE,10/24/1943
4312,Albert,Russell,61,Kiik Grove,Jawjozu,MI,56109,$5708.35,BLUE,04/22/1996
4313,Jacob,Gonzales,37,Repli Parkway,Fasvilgur,NE,17741,$1435.24,WHITE,09/24/1942
4314,Francis,Medina,59,Rigis Pike,Gibomebu,NH,81869,$7327.32,RED,12/26/2053
4315,Wayne,Walton,52,Vuti Glen,Ivazoho,IL,20480,$8442.33,GREEN,11/14/2031
4316,Eleanor,Woods,39,Evti Road,Kucwimjo,MS,56783,$1784.21,GREEN,05/31/1900
4317,Ida,Clark,45,Zacu Square,Kolituke,AZ,97554,$5969.77,GREEN,09/08/1962
4318,Leona,Barton,29,Suda River,Wapponto,ID,94248,$6296.81,GREEN,08/02/2025
4319,Isaac,Smith,58,Kadis Turnpike,Hugmurnev,PA,21048,$9200.97,WHITE,02/01/1958
4320,Herman,Warner,54,Gorti Turnpike,Dartume,IN,40413,$1397.40,BLUE,04/14/1946
4321,Zachary,Holloway,48,Ilepe Boulevard,Waphenwo,NY,18350,$9144.17,YELLOW,10/31/2057
4322,Calvin,Harrison,53,Fokasu Court,Jaicor,NC,09981,$4068.85,GREEN,11/16/2052
4323,Sue,Pittman,34,Totam Path,Konojow,MO,63156,$6705.14,BLUE,07/09/1951
4324,Micheal,Cook,20,Ehafi Pass,Sovouva,NY,11547,$4016.42,WHITE,11/20/2064
4325,Ethan,Doyle,40,Enidez Terrace,Musakbe,KS,54482,$6498.01,WHITE,05/29/1916
4326,Alta,Garrett,65,Weke Mill,Dizgalwi,CO,09214,$3109.84,RED,11/05/1970
4327,Jeanette,Wilson,29,Ukwav Turnpike,Movadwi,AK,35653,$2028.76,WHITE,01/27/1940
4328,Alexander,Cook,23,Ewle Avenue,Ibeuriiku,MS,47311,$7761.89,WHITE,07/28/2070
4329,Alice,Atkins,65,Bufag Key,Cuwkogoc,OR,05101,$5815.70,WHITE,12/28/2010
4330,Lucile,Payne,29,Zoilu Ridge,Sizkedpuk,NE,05188,$7347.14,WHITE,03/19/2049
4331,Ollie,Page,19,Golaj Plaza,Vodupuru,OH,74661,$7817.93,GREEN,09/12/1908
4332,Francis,Vasquez,63,Agalu Place,Ifjeupi,TX,46566,$8691.90,RED,05/15/2070
4333,Marvin,Welch,28,Zari Court,Ruhebulah,PA,47367,$6583.46,BLUE,03/21/1934
4334,Eric,Joseph,54,Agtu Grove,Hitikzas,MN,62784,$4244.35,RED,04/29/2001
4335,Trevor,Ryan,57,Jonuk Boulevard,Kejpugar,MT,97813,$8218.80,WHITE,12/21/1939
4336,Christopher,Jimenez,54,Gaboc Extension,Govkigni,NM,53138,$3063.04,WHITE,03/04/1908
4337,Peter,Robinson,55,Vali Circle,Vuecebe,NJ,22121,$2805.75,WHITE,03/29/1912
4338,Cordelia,Craig,48,Odione Lane,Wumwema,UT,33161,$6863.45,WHITE,01/01/1954
4339,May,Newton,40,Gofwez Park,Ciriviuh,SD,13265,$7189.36,YELLOW,01/14/2008
4340,Lura,Wong,28,Adnop Path,Docguzu,NY,55141,$5466.53,YELLOW,05/23/1907
4341,Donald,Alvarado,56,Ravzo Path,Sativri,MS,35830,$9159.08,RED,08/21/1983
4342,Maria,Baker,32,Kahok Extension,Lampippal,TN,19705,$7950.59,BLUE,02/04/2008
4343,Victor,George,44,Oshak Square,Mehatza,OH,88385,$7734.03,YELLOW,05/23/1974
4344,Jimmy,Castillo,30,Wamobe Circle,Ekezenu,KY,63950,$6791.96,GREEN,12/03/2040
4345,Barbara,Figueroa,49,Azok Glen,Naakjo,LA,72076,$8397.43,RED,08/20/1926
4346,David,Brady,46,Benet Center,Biwomiapo,UT,98395,$4978.53,YELLOW,03/28/1971
4347,Cecelia,Santiago,45,Timjup Grove,Omrada,WV,08254,$4252.78,WHITE,03/06/1927
4348,Cody,Nunez,57,Tomdam Mill,Rortarije,WV,48010,$5106.88,YELLOW,08/18/1905
4349,Martha,Taylor,43,Avtar Place,Wularduz,TX,34482,$3011.46,RED,11/24/2009
4350,Melvin,Patrick,49,Hiada Turnpike,Hiracis,PA,62097,$8944.75,WHITE,12/16/1999
4351,Mark,Griffin,37,Dihdi Grove,Edmafab,MI,92771,$9141.89,YELLOW,01/15/1969
4352,Scott,Brewer,54,Utsi Grove,Nagufiri,ME,50047,$1670.15,WHITE,01/29/2056
4353,Lela,Knight,48,Duzi View,Nouwituj,PA,68538,$5261.40,RED,05/30/1916
4354,Peter,Barnett,40,Wuka Road,Uvihopo,AL,38465,$2474.96,RED,04/03/2069
4355,Cynthia,Conner,43,Vupfu Ridge,Woderta,KY,65533,$5895.42,GREEN,01/21/2030
4356,Terry,Bowman,61,Bopkad Glen,Vuwfulsu,IA,24447,$397.24,RED,01/14/1910
4357,Eula,Barker,23,Zedhu Turnpike,Wogohwah,MI,42093,$6487.79,BLUE,09/23/1925
4358,Theresa,Wade,46,Duver Park,Bizliri,NH,36361,$8229.52,GREEN,09/27/2046
4359,Jordan,Chapman,50,Jatned Court,Idivedac,NM,09883,$8524.90,RED,04/03/2033
4360,Polly,Cruz,53,Nirti Manor,Nokeaf,AR,08085,$4369.26,GREEN,09/17/1929
4361,Rosetta,Phelps,35,Babac Plaza,Egohuvuf,HI,27633,$2291.24,BLUE,10/17/1957
4362,Vincent,Elliott,46,Huvrov Pike,Zotihuw,AR,61517,$8015.80,YELLOW,08/03/1936
4363,Bradley,Copeland,26,Zujeh Extension,Zezbabu,MD,31847,$6181.71,RED,11/28/2016
4364,Annie,Moody,36,Iwuro Grove,Faovta,RI,80650,$4138.49,GREEN,09/20/2032
4365,Leila,George,28,Gesit Manor,Fojecat,MO,41498,$8225.21,GREEN,04/20/1997
4366,Ray,Collins,20,Tinsul Point,Ufifuic,SD,19039,$633.42,BLUE,12/10/1935
4367,Oscar,Conner,45,Zarer Square,Enpenjuz,ND,68293,$228.25,YELLOW,11/28/2059
4368,Francisco,Griffith,20,Zizej Pass,Cohpiowi,MA,51163,$3782.25,WHITE,05/13/1941
4369,Dean,Welch,65,Diwwe Path,Rogwacwu,CT,13795,$1066.20,WHITE,03/16/1960
4370,Adrian,Obrien,57,Jipam Ridge,Papaowa,WI,76961,$2941.31,RED,06/14/1962
4371,Stella,Lindsey,29,Tagil Place,Wavalo,NJ,97593,$1365.51,YELLOW,08/06/2024
4372,Alberta,Simpson,60,Fuzaj Turnpike,Hopcavafu,MT,00186,$8788.95,GREEN,07/31/1948
4373,Tommy,White,26,Moeba Pike,Nompido,CA,11236,$9182.24,BLUE,12/31/1989
4374,Eula,Gill,37,Kavu Junction,Vomotofa,SD,53109,$1832.60,WHITE,09/19/1906
4375,Jesse,Long,30,Ejlo Drive,Lomzubot,FL,39282,$3909.77,GREEN,02/10/2057
4376,Nell,Phelps,22,Kidat Plaza,Ikeddaf,WV,85006,$5573.13,YELLOW,06/19/1921
4377,Edith,Moss,47,Huje Point,Fapewun,MD,74303,$1701.51,GREEN,12/08/1997
4378,Katherine,Ray,39,Jopozo Junction,Pizrepli,ID,91875,$7315.71,BLUE,04/20/2023
4379,Harriet,Carroll,20,Rorzam Lane,Enfejet,WI,05300,$1814.06,YELLOW,09/11/2013
4380,Adeline,Houston,37,Tamufa Plaza,Vuforhof,NJ,61482,$152.57,WHITE,10/16/2019
4381,Dora,Mullins,24,Polna Plaza,Bobauga,MN,02884,$4550.08,WHITE,03/08/1998
4382,Iva,Martin,52,Ovfo Junction,Molzotmuv,AL,89216,$9495.63,RED,05/13/1941
4383,Micheal,Garza,29,Sawhip Place,Jiwlorlu,WA,67550,$4745.26,BLUE,08/13/2005
4384,Loretta,Watson,50,Osinu Court,Dabsomzi,SD,23680,$7113.64,RED,02/09/2015
4385,Travis,Francis,41,Hopef Point,Zahoclek,NM,50952,$4513.83,WHITE,01/03/1930
4386,Kyle,Montgomery,21,Gegcik Boulevard,Lobcijked,VT,44661,$681.37,GREEN,11/29/1935
4387,Effie,Holloway,39,Enaku Place,Dihitnog,MN,96719,$6893.27,GREEN,04/30/2002
4388,Roxie,Harmon,21,Moglo Extension,Wufsotus,OR,51941,$2875.33,WHITE,11/16/2014
4389,Marie,Armstrong,59,Hilge Key,Gapanir,NY,65632,$1121.63,WHITE,04/01/1900
4390,Jorge,Diaz,47,Buji Parkway,Okopuiz,HI,01197,$8097.56,RED,03/18/1917
4391,Floyd,Wilson,54,Mepo Ridge,Uvzehem,MD,38888,$2898.67,BLUE,06/15/2060
4392,Amelia,Scott,24,Woze Street,Wupmolov,MI,13313,$9732.90,BLUE,08/29/1993
4393,Dora,Washington,22,Uhde Extension,Gavvumo,KS,62500,$7924.17,YELLOW,08/10/1913
4394,Scott,Terry,45,Zukzav Key,Gafevih,MI,62807,$2466.77,YELLOW,02/27/1950
4395,Isaac,Norman,61,Keona Road,Ekecawde,AR,38606,$6748.05,BLUE,10/20/1982
4396,Ophelia,Lamb,55,Kidbam View,Covsetde,WA,41953,$762.20,RED,06/22/1975
4397,Mario,Warren,22,Cesub Boulevard,Vukbikok,MT,99145,$4550.17,BLUE,03/15/2062
4398,Mattie,Perez,35,Haten Drive,Tabjabvut,CA,04547,$8568.55,GREEN,07/07/1991
4399,Clarence,Norton,62,Eciop Key,Izibewid,WA,43826,$4686.32,BLUE,09/16/2050
4400,Christina,Smith,55,Varjow Center,Uwhasab,UT,58631,$2470.84,GREEN,02/23/1951
4401,Georgie,Logan,47,Tiese Boulevard,Risopsek,KY,32927,$357.82,GREEN,07/09/2007
4402,Vincent,Fletcher,38,Gusav Drive,Reralcoz,RI,45755,$4216.30,RED,09/29/2069
4403,Charles,Adams,63,Moli Pass,Kawdiafu,UT,34017,$9104.98,GREEN,01/15/2001
4404,Adele,Ford,31,Wiled Pike,Gubpanesa,MN,52194,$2431.95,RED,03/18/2007
4405,Jacob,Salazar,40,Curek Manor,Vunibsi,AR,24547,$7348.59,RED,11/24/2005
4406,Walter,Patrick,45,Zewne Mill,Tanusti,WI,74534,$5430.76,BLUE,09/04/2006
4407,Ray,Ballard,39,Pizfod Terrace,Hecadna,SC,45810,$1883.47,WHITE,08/15/2051
4408,Christian,Griffith,55,Duwad Park,Melefjo,NY,30700,$5837.86,RED,02/25/1945
4409,Stephen,Strickland,46,Goufi Manor,Vecabtuf,IA,36564,$2498.52,GREEN,12/21/2003
4410,Myra,Peters,34,Guzu Grove,Kitlowol,WY,28503,$4146.02,RED,03/10/2065
4411,Amanda,Williams,27,Iwuato Highway,Ogehevol,MI,62310,$9088.81,BLUE,08/30/1948
4412,Ronald,Barton,30,Zekti Lane,Deolve,NC,14381,$9149.68,RED,02/28/1989
4413,Tony,Collins,41,Ijuvu Avenue,Vafewepa,RI,31910,$9741.58,RED,08/21/2070
4414,Alejandro,Kelly,43,Ugmi Manor,Ruuwnow,NM,81952,$8465.67,GREEN,09/03/1926
4415,Larry,Jensen,25,Dior Plaza,Ijerarme,FL,85673,$6174.92,GREEN,11/13/1934
4416,Catherine,Sanchez,45,Loip Square,Vencafud,HI,96354,$4801.66,BLUE,08/25/1998
4417,Tom,Ford,60,Falod Point,Lohhujah,AR,29675,$5493.73,BLUE,04/01/2018
4418,Esther,Townsend,61,Togjih Grove,Viikoben,NH,56621,$7703.83,BLUE,05/31/1942
4419,Alexander,Carter,51,Vujiw Pass,Fozukwo,LA,62830,$6706.79,RED,05/12/2002
4420,Sophie,McLaughlin,47,Wuzro Grove,Ronseli,CT,61858,$6717.69,RED,05/04/2009
4421,Alex,Francis,36,Apofo Parkway,Cuvific,OK,22661,$3101.32,RED,09/11/1901
4422,Arthur,Weber,52,Wuvla Parkway,Ezgoiv,AK,54801,$6155.51,BLUE,06/07/1983
4423,Floyd,Richards,25,Babus Extension,Kegakcid,MI,84153,$9021.81,RED,07/09/1925
4424,Birdie,Lambert,32,Neesu Glen,Pizejage,TN,25312,$4980.60,BLUE,01/25/2022
4425,Linnie,McKenzie,35,Ojicer Pass,Pefloco,VT,10616,$7729.97,RED,06/27/1939
4426,Mathilda,Johnson,43,Vaspos Path,Sipijos,VT,24783,$4281.20,RED,07/04/1913
4427,Gerald,Ray,43,Wozme Court,Okuwigon,NH,29344,$4729.02,GREEN,06/07/2069
4428,Alejandro,Bates,64,Fale Terrace,Cewlego,MS,70416,$6193.12,WHITE,07/13/1973
4429,Hulda,Obrien,55,Pubta Pike,Jigodba,ND,50816,$8117.34,RED,06/29/1986
4430,Myra,Sanchez,49,Afeuv Square,Dedtabja,KY,29793,$8054.20,YELLOW,04/20/2010
4431,Maude,Rivera,54,Nuwufu Center,Ifiteef,KY,20152,$1984.30,WHITE,06/05/2038
4432,Keith,May,44,Puuv Center,Jezdoju,CO,37672,$3490.56,RED,01/02/1943
4433,Cody,Castro,48,Taowo Park,Dumlikkuw,MO,14327,$7116.41,WHITE,08/18/1946
4434,Sallie,Terry,46,Tamcu Place,Teolece,MO,34120,$4820.54,YELLOW,04/13/2019
4435,Leila,Willis,29,Corka Plaza,Bisasu,WY,99041,$4203.21,WHITE,11/19/1953
4436,Dylan,Walsh,24,Zuhwa Place,Ahifiog,ID,81683,$336.37,BLUE,03/24/2000
4437,Josephine,Wells,34,Tejevu Terrace,Biwderti,MO,75287,$2396.75,GREEN,07/02/1908
4438,Arthur,Thomas,26,Afuw Road,Zimutci,NY,25477,$9968.37,WHITE,10/22/2023
4439,Billy,Parker,50,Soka Parkway,Zudnahfor,NV,20222,$3548.77,WHITE,02/05/2017
4440,Olive,Edwards,37,Walsot Glen,Kaofufut,VA,77309,$4730.18,RED,01/28/1966
4441,Rose,Byrd,28,Nenu View,Bedmopkej,NY,66876,$4044.16,YELLOW,10/11/1982
4442,Jack,Bennett,31,Zavsuf Mill,Nahwiknof,MS,68910,$4181.53,BLUE,02/02/2029
4443,Adelaide,Stokes,25,Foka View,Bafsaez,KS,28907,$8019.92,WHITE,03/15/2000
4444,Violet,Matthews,45,Dalve Pike,Rogigru,VT,25928,$2662.48,RED,10/08/2037
4445,Joe,Copeland,34,Vihes River,Bedfofo,TX,20708,$5360.98,RED,08/03/2042
4446,Lydia,Montgomery,28,Ulodo Highway,Gulowi,MT,13063,$3456.94,BLUE,08/24/2010
4447,Kathryn,Fisher,44,Giwi Parkway,Itsopit,KS,45137,$3584.52,YELLOW,04/10/1925
4448,Polly,Chapman,30,Bohteh Lane,Haojelu,HI,73702,$8507.44,WHITE,06/28/1978
4449,Frank,Thompson,52,Kogas Turnpike,Hemewwe,DC,80494,$6393.83,RED,01/11/1948
4450,Jeffrey,Snyder,37,Jebnif Ridge,Polbewjo,MT,63916,$2353.68,WHITE,03/25/1947
4451,Jimmy,Pratt,50,Ruvro Point,Covzetfus,MD,03847,$8679.40,YELLOW,08/31/1992
4452,Mary,Chandler,40,Evag Ridge,Renweltu,SD,96282,$5087.99,YELLOW,11/14/2063
4453,Sam,Dennis,48,Atle Pike,Hulamu,NV,14490,$622.16,YELLOW,01/09/1925
4454,Elijah,Rodriquez,63,Ufboz Turnpike,Nuksulfo,MI,33543,$5660.94,GREEN,01/01/1939
4455,Roger,Yates,62,Gozzob Turnpike,Medaah,AK,43335,$5501.77,WHITE,01/18/2045
4456,Effie,Greene,51,Gedu Park,Nocwudlom,KY,76811,$7061.17,YELLOW,01/06/1985
4457,Maggie,Beck,25,Busa Extension,Fuhbumaj,PA,51362,$3878.84,GREEN,10/04/2029
4458,Andrew,Wilkins,51,Nejso Court,Citadra,CT,38627,$4919.09,YELLOW,07/02/1981
4459,Chase,Williamson,21,Puvdoh Avenue,Nawpussuk,WV,85797,$1517.08,RED,05/13/1954
4460,Barbara,Smith,23,Voful Turnpike,Gedjokote,OR,09218,$4265.07,GREEN,11/14/2025
4461,Chris,Sims,20,Ecakuk Terrace,Lolodaf,KY,25032,$3407.90,RED,02/04/1926
4462,Zachary,Luna,47,Buta Path,Gabapubi,MS,66724,$440.69,RED,06/07/1950
4463,Susan,Vargas,64,Nujwis Terrace,Liklahjup,KY,27421,$2560.76,RED,01/13/2017
4464,Ray,Norton,40,Nuvda Road,Boseon,NM,92345,$5645.53,WHITE,08/29/1942
4465,Beulah,Bowen,55,Pisew Lane,Vukumuvi,ND,13332,$6365.66,YELLOW,01/11/2018
4466,Robert,Peterson,47,Udetoh Circle,Pabwenu,NE,40939,$9848.15,YELLOW,10/06/2004
4467,Ronnie,Curtis,42,Ecrow Terrace,Evvawebu,MT,75033,$143.32,BLUE,04/17/2060
4468,Harry,Pearson,22,Hizzoc Manor,Ugnolif,ME,66436,$6436.73,RED,08/29/2060
4469,George,Horton,23,Piki Street,Habnudun,TX,44480,$1551.38,GREEN,05/04/1902
4470,Benjamin,Brewer,61,Ahude River,Inluzon,WI,96528,$4217.56,GREEN,12/01/1908
4471,Estella,Christensen,29,Wiwu Lane,Bohalez,SD,11477,$5494.70,BLUE,09/11/2057
4472,Elmer,Franklin,50,Wesraw Drive,Tivhone,RI,26144,$7227.75,WHITE,07/24/1900
4473,Carlos,Gibbs,37,Dazun Square,Budsugvez,AK,05605,$2691.09,WHITE,11/26/1961
4474,Cynthia,Figueroa,33,Noviv Key,Zuvbegzo,DC,32440,$4388.07,WHITE,02/26/1997
4475,Katie,Gardner,28,Luih Grove,Rutossol,WV,34968,$2527.24,GREEN,02/06/1958
4476,Ellen,Phillips,51,Tesfod Ridge,Lemrelaj,KY,09719,$7049.18,BLUE,03/23/1928
4477,Myrtie,Bass,39,Lahfa Manor,Cuhutebu,OR,24393,$7616.12,GREEN,10/13/1933
4478,Rachel,Frazier,65,Bufma Avenue,Mipaal,SC,85059,$9451.17,RED,07/08/1954
4479,Rose,Patrick,42,Simiko Place,Likakgak,CT,20344,$3945.78,GREEN,09/30/1930
4480,Rose,Boone,54,Hujol Plaza,Sekobnut,KY,83532,$279.67,GREEN,09/12/2058
4481,May,Howell,29,Obucoc Road,Hurrijcu,SC,81029,$8122.06,WHITE,02/27/2038
4482,Ruth,Young,58,Zujom Parkway,Vuzvujo,VA,86292,$4876.82,RED,02/20/1938
4483,Leona,Alvarez,23,Rofwa View,Keuduzi,CT,71906,$3327.77,GREEN,01/11/1906
4484,Duane,Hudson,49,Zejin Mill,Wabviaha,FL,51275,$6165.70,WHITE,09/06/1963
4485,Marc,Vasquez,22,Wevuga Mill,Wiwaciuju,TN,38734,$807.87,RED,06/02/1978
4486,Evan,Mason,40,Giwo Plaza,Joufol,OR,87908,$1332.87,BLUE,10/13/1973
4487,Earl,Hopkins,44,Ukazi Trail,Bavsejje,IN,47153,$7809.43,YELLOW,01/25/1989
4488,Minnie,Rose,56,Ereje Loop,Awabje,UT,60331,$1193.43,RED,11/30/1961
4489,Dale,Flowers,53,Aklav View,Ninzipe,MS,32320,$3361.95,GREEN,10/10/1980
4490,Lester,Barrett,54,Lacpa Junction,Cuzofob,CA,59959,$3703.94,GREEN,05/02/1972
4491,Luke,Harmon,20,Hawri Center,Gimimup,SD,57587,$3716.60,GREEN,07/21/2032
4492,Bertie,Pittman,42,Hemfe Loop,Awiabib,AK,93357,$8863.34,RED,11/28/2060
4493,Madge,Scott,57,Luzif Parkway,Kovega,AZ,76122,$3674.83,BLUE,08/12/2069
4494,Emma,Montgomery,20,Bivlok Court,Tarzoniz,OK,50124,$2873.66,YELLOW,07/29/1927
4495,Linnie,Welch,21,Momti Parkway,Nibuefa,KY,14459,$2395.63,BLUE,11/16/2013
4496,Lewis,King,57,Oranas Glen,Memlewek,IN,52087,$799.31,WHITE,02/15/1900
4497,Curtis,Osborne,61,Tolwi Pike,Canucgiw,NH,77184,$2266.81,GREEN,04/14/2003
4498,Jean,Murray,51,Banbej Parkway,Ducobofo,AZ,54499,$8296.39,RED,04/11/1918
4499,Ellen,Poole,26,Aweho Circle,Uzaozafa,DC,44575,$6207.76,GREEN,04/10/2017
4500,Jimmy,Butler,25,Koneh Manor,Vipfamnef,GA,50306,$1360.74,YELLOW,12/28/2024
4501,Lina,May,45,Zobri Highway,Ansefso,MS,61489,$6481.61,GREEN,06/05/2068
4502,Maggie,Austin,61,Vutu Terrace,Ojbelas,MT,35802,$7626.94,YELLOW,01/12/2034
4503,Luke,Bush,46,Moiw Plaza,Hotosibut,VA,75619,$3786.74,RED,01/04/1962
4504,Lillian,Norman,38,Duhja Point,Domrasi,TX,39559,$4046.29,WHITE,10/28/1911
4505,Darrell,Arnold,60,Pajrof Avenue,Ubisizku,MT,09631,$6164.90,YELLOW,11/24/1953
4506,Alfred,Coleman,48,Gezek Junction,Ocuboto,VA,43844,$8897.35,RED,02/04/1909
4507,Teresa,Becker,58,Towti Square,Gokuluba,NV,31218,$754.81,WHITE,12/27/1912
4508,Albert,Anderson,25,Hudmuk Glen,Hehlinu,IA,27863,$9172.69,WHITE,02/05/1920
4509,James,Williams,46,Bituc Drive,Iwuikciz,VA,37133,$5274.86,RED,09/08/1963
4510,Ian,Becker,39,Coevu Trail,Holruvsej,PA,81334,$1159.66,BLUE,03/08/1981
4511,Luis,Carson,60,Zondo Loop,Kuzhavfed,OK,88533,$7303.33,RED,11/09/2069
4512,Nathan,Terry,27,Umnub Pass,Acmewu,SC,32619,$5611.18,WHITE,07/19/2060
4513,Glenn,Moody,48,Zemku View,Orlogu,HI,86087,$3936.93,BLUE,12/31/2027
4514,Ollie,Curtis,57,Licaw Extension,Bohizihed,CO,51583,$193.00,BLUE,05/18/1939
4515,Kevin,Carroll,60,Udbuw Ridge,Ivbuva,NM,30536,$8738.20,WHITE,11/09/1954
4516,Tommy,Bridges,28,Worni Extension,Asopvem,IN,83655,$9386.43,WHITE,03/15/2029
4517,Madge,Rodriguez,35,Gouc Junction,Fimviav,CT,46201,$9900.63,WHITE,05/20/2066
4518,Allie,Washington,41,Joti Ridge,Arfoise,NE,99658,$6228.24,WHITE,12/01/1916
4519,Leonard,Ramos,41,Webte Park,Uvcirri,ID,79058,$3276.80,WHITE,05/24/2020
4520,Ora,Schwartz,26,Ehiinu Junction,Lerabide,WY,02933,$8203.73,YELLOW,06/11/1913
4521,Elizabeth,Jacobs,62,Pitne Plaza,Nobazubo,NV,36233,$8997.45,YELLOW,03/23/2023
4522,Annie,Ortiz,40,Kizda Court,Fuvcosi,CT,51019,$5250.52,YELLOW,06/22/2021
4523,Jared,Wagner,58,Mimab Extension,Piscimpu,OK,37130,$529.27,WHITE,02/19/1905
4524,Micheal,McLaughlin,18,Imnud Trail,Litkuscih,NV,87326,$5000.19,YELLOW,04/19/1967
4525,Betty,Sutton,56,Toju Avenue,Gohizu,GA,50272,$5663.35,GREEN,12/17/1973
4526,Sara,Hines,45,Vokem Road,Girureh,MS,37649,$6387.56,YELLOW,12/26/2033
4527,Clarence,Farmer,52,Irlaz Loop,Suekcel,KS,06364,$8657.40,YELLOW,12/09/1903
