seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
1408,Willie,Shaw,34,Uhisu Trail,Vilwoci,OK,34397,$5466.10,GREEN,01/17/1941
1409,Della,Ballard,38,Goran View,Domawawi,ID,31287,$3926.99,YELLOW,06/20/1999
1410,Dennis,Bowen,45,Bobwe Boulevard,Egkaghuj,KS,83295,$4615.32,YELLOW,08/16/2015
1411,Mary,Guzman,55,Sohkis Street,Camoblot,LA,82044,$3038.84,WHITE,12/05/2056
1412,Charles,Sandoval,26,Houw Parkway,Ludezfo,MO,85081,$9982.02,BLUE,08/21/2016
1413,Susie,Wells,41,Cegak Junction,Zurape,PA,97734,$7251.27,YELLOW,05/10/1986
1414,Austin,Hicks,55,Guos Manor,Kabcihrif,SD,51245,$3090.72,YELLOW,06/18/1986
1415,Mildred,Fields,64,Ewiwa Plaza,Vavulto,NH,57414,$1940.23,GREEN,07/12/2030
1416,Birdie,Ellis,54,Inkac Loop,Ahigeuf,WI,32398,$1869.20,BLUE,04/05/1938
1417,Katie,Ross,25,Fodu Pass,Utemta,WI,77538,$9794.57,GREEN,08/14/2037
1418,Alice,Green,40,Guwko Trail,Warezu,NE,72449,$7826.23,WHITE,04/10/2030
1419,Daisy,Lloyd,21,Barli Way,Gahdinno,KY,04813,$5244.92,GREEN,03/15/1927
1420,Jay,Long,63,Ciwu Pike,Hiobwu,IN,56586,$4951.00,BLUE,09/14/1937
1421,Flora,Henry,23,Fome Pass,Telwepaz,KS,12229,$7654.70,GREEN,06/20/2044
1422,Ellen,Swanson,51,Hismi Point,Elovucec,IN,97005,$4063.79,YELLOW,10/18/2008
1423,Madge,Miller,45,Igipo Grove,Igewigos,MI,94056,$3181.54,GREEN,06/19/1946
1424,Russell,Watkins,42,Cuewu Glen,Dipevimu,UT,32243,$1904.36,WHITE,06/13/1956
1425,Jorge,Briggs,56,Erha Avenue,Bonmohhef,DE,00257,$2077.99,WHITE,05/03/1925
1426,Christopher,Wright,62,Wevzo Center,Otkoiv,CA,20772,$1969.44,GREEN,05/15/1937
1427,Patrick,Copeland,45,Vavuk Highway,Tasololu,AK,12957,$5899.93,YELLOW,04/18/1996
1428,Marie,Ryan,33,Jeghu Center,Saubna,DC,81322,$8303.12,WHITE,09/25/1915
1429,Lelia,Lucas,29,Duewu Extension,Vaazuama,NY,93014,$8461.81,WHITE,02/24/1905
1430,Belle,Waters,55,Gumcuk Avenue,Vadira,PA,40496,$1841.31,GREEN,11/21/1971
1431,Jane,Holland,24,Sucog Court,Bipebse,CT,07820,$1890.91,RED,10/21/2006
1432,Julian,Wong,19,Defjo Trail,Puwatit,LA,50206,$6589.72,WHITE,04/30/1960
1433,Leonard,Hanson,35,Ranu Place,Wamajadef,MN,96540,$1642.13,GREEN,01/10/1961
1434,Estella,Miles,51,Temsi Terrace,Uszoti,NC,23998,$5644.28,YELLOW,07/27/1968
1435,Philip,Reed,39,Wouwi Plaza,Kudovvol,DE,37004,$8834.39,WHITE,02/06/1907
1436,Bobby,Flowers,22,Tulfa Manor,Vebnozpom,AL,37820,$2756.62,BLUE,12/13/2025
1437,Mae,Matthews,53,Zezad Square,Addauco,TN,91967,$5030.37,WHITE,08/07/1935
1438,Ellen,Stephens,54,Petol Highway,Nocloah,LA,01073,$2548.95,RED,08/12/1937
1439,Bertha,Wong,21,Ribuc Pass,Muflamil,FL,91652,$8976.44,RED,05/15/2006
1440,Henrietta,Harmon,44,Hutod Place,Vafapnoh,PA,29583,$7324.31,GREEN,11/12/1958
1441,Ethel,Moore,47,Bunev Manor,Fekcopfu,MN,63063,$7731.35,YELLOW,08/07/1905
1442,Luella,Wallace,42,Ergoz Place,Mafodvo,IA,93732,$360.85,YELLOW,01/22/1959
1443,Jeanette,Estrada,57,Nobon Way,Vonzuzele,NM,03501,$6760.41,RED,11/29/1942
1444,Mattie,Burgess,46,Ijju Road,Sehoztev,AK,11805,$8573.11,YELLOW,04/05/1971
1445,Erik,Kelley,26,Cejcum Parkway,Ogkioj,AZ,23825,$8929.46,YELLOW,05/17/1900
1446,Estelle,Barber,23,Memdav Lane,Vekpege,NM,16189,$9834.47,GREEN,12/24/2016
1447,Clifford,Zimmerman,36,Zikol Ridge,Fokdolju,MT,31916,$359.98,BLUE,09/18/2001
1448,Joshua,Sparks,43,Sehguj Way,Uduosar,WV,76563,$2757.69,RED,03/22/1995
1449,Elmer,Myers,47,Bipo Terrace,Jucaus,OH,50140,$8777.35,RED,11/10/1957
1450,Annie,Kelley,25,Ficti Heights,Owebofe,NE,31057,$4919.16,YELLOW,03/16/1963
1451,Bessie,Ball,44,Zafmis Street,Zulebgoz,OH,52885,$9055.41,WHITE,03/19/1900
1452,Georgie,Miles,62,Kalec Mill,Birripko,NE,94019,$7034.38,WHITE,11/18/2046
1453,Clara,Thornton,48,Ivuod Key,Jipfucsaw,GA,27921,$3923.62,YELLOW,12/31/1945
1454,Juan,Reed,41,Fikbu Lane,Algevav,WI,64680,$2416.13,RED,02/11/1905
1455,Lester,Allen,61,Lewufi Key,Navpupit,ND,64265,$4880.68,GREEN,03/23/2038
1456,Marcus,Adkins,35,Cehof Grove,Hivlurmul,OR,88180,$5899.35,GREEN,10/22/2042
1457,Mittie,McDaniel,21,Mijho Avenue,Sorapir,AK,82553,$5718.43,BLUE,07/03/1988
1458,Lizzie,Vega,27,Tapduj Circle,Pejjepto,WA,66713,$5598.42,WHITE,04/20/2018
1459,Delia,Roy,33,Iwlom Manor,Nacsope,VT,91291,$6480.14,RED,03/15/1908
1460,Charlotte,Briggs,21,Acini Loop,Duronac,IA,50681,$6968.51,WHITE,05/02/2059
1461,Christian,Edwards,41,Piiwe Drive,Woronane,CO,14756,$3814.17,RED,06/17/2016
1462,Maria,Meyer,22,Nojiki Park,Hobkeri,DE,87299,$2306.71,YELLOW,07/14/1990
1463,Isabel,Gray,31,Cidbo Glen,Lueguaba,IA,75858,$9981.79,WHITE,12/11/1918
1464,Edith,Jackson,57,Wapeb Drive,Lemimzet,AK,06617,$1621.91,WHITE,09/07/2015
1465,Carlos,George,53,Komir View,Hucneera,KY,76730,$2755.46,GREEN,04/04/2028
1466,Nettie,Torres,56,Nokup Drive,Hawakabej,TX,66218,$5250.83,GREEN,08/19/1959
1467,Isabella,Shelton,37,Rahmu Ridge,Sijhuhsuh,TX,39021,$2157.24,BLUE,09/16/1947
1468,Lydia,Owens,25,Burkod Grove,Ekmeja,AK,09665,$6068.22,BLUE,01/15/1963
1469,George,Moody,21,Odifu View,Ahmigga,ME,95513,$2822.18,BLUE,12/19/1907
1470,Winnie,Aguilar,50,Mefit Park,Jahovma,DC,60174,$9429.38,BLUE,01/28/1929
1471,Calvin,Alexander,53,Rudu Heights,Sabweba,ID,31229,$6423.08,GREEN,01/02/2035
1472,Cornelia,Hale,29,Geen Drive,Tacboki,DC,25407,$7231.50,WHITE,08/25/2019
1473,Gerald,McDonald,47,Emte Grove,Fismuad,MA,74242,$9792.11,RED,07/28/1941
1474,Billy,Simmons,28,Venij Road,Ovimoja,HI,35214,$8196.53,BLUE,12/20/1905
1475,Logan,Palmer,26,Ibeupa Lane,Pudzeej,WY,55173,$1325.71,BLUE,06/28/1965
1476,Millie,West,42,Hikom Turnpike,Seibucor,CA,28359,$4690.64,BLUE,03/19/1995
1477,Cordelia,Flores,63,Keve Pike,Jupumdeb,WA,87624,$8823.35,RED,12/17/1989
1478,Edwin,Glover,55,Rirbel Pass,Sowitlut,WI,15815,$9689.50,YELLOW,05/16/2006
1479,Jeffrey,Peterson,62,Cuklaj Extension,Jotjurigi,HI,90070,$9825.58,YELLOW,11/11/2004
1480,Nettie,Lee,53,Cuis Heights,Hethuuw,CO,34541,$496.40,WHITE,12/15/2063
1481,Mittie,Cooper,38,Boza River,Jaosre,TX,77899,$5532.15,GREEN,02/18/1928
1482,Harry,Harrington,43,Dumvul Heights,Manitsop,DC,34492,$2265.28,WHITE,08/24/1903
1483,Rachel,Wolfe,60,Ocsa Park,Kuckijad,SD,21069,$5278.14,WHITE,03/29/1984
1484,Bryan,Holmes,36,Gojpa Loop,Ipuecoha,GA,15260,$6172.52,GREEN,11/29/2007
1485,Ina,Flores,50,Upmar Way,Goradi,IA,96775,$2851.69,WHITE,11/03/2002
1486,Norman,Knight,50,Dolnaz Key,Arlais,NJ,44295,$3515.36,RED,04/25/1969
1487,Harriet,Webster,38,Nekimi Mill,Toroca,FL,23782,$7257.36,YELLOW,01/29/1944
1488,Alejandro,Mendoza,52,Buira Drive,Jebseok,RI,52398,$7429.58,YELLOW,09/09/2028
1489,Angel,Clark,62,Suci Circle,Homuewe,VT,65024,$5936.16,WHITE,04/10/1938
1490,Ruth,Hernandez,26,Udrum Point,Bajewir,AR,90662,$5737.33,RED,05/23/2067
1491,Curtis,Anderson,43,Lakcu Road,Cezzoru,MN,71804,$5768.35,GREEN,01/04/2018
1492,Barbara,Allen,65,Tibno Manor,Duewli,PA,50195,$16.37,RED,07/20/1949
1493,Nannie,Bates,28,Buzi Key,Lavcupu,KS,08877,$3292.34,RED,09/04/1997
1494,Lenora,Perkins,24,Akawo Boulevard,Cehuoc,NH,90278,$6161.07,BLUE,03/21/2040
1495,Herbert,Cole,52,Radbu Circle,Juvumwi,NJ,11666,$233.03,GREEN,08/03/1966
1496,Willie,Berry,23,Ebakar Parkway,Tawbadzu,DC,96161,$1836.41,WHITE,03/30/1951
1497,Olga,Stanley,53,Buped Extension,Joowva,MS,31081,$1004.07,BLUE,06/16/2008
1498,Virginia,Dixon,57,Inisa Pass,Niceev,MN,04634,$5727.54,BLUE,08/16/1965
1499,Jay,Brock,19,Zivzav Pass,Cetvuve,NJ,10379,$3633.77,YELLOW,05/21/2038
1500,Jayden,Sandoval,65,Lauji Mill,Wiplioc,KY,75422,$9173.71,GREEN,04/28/1933
1501,Millie,Ruiz,48,Riztu Path,Owivegteh,NY,20712,$8916.35,WHITE,02/25/2014
1502,Amelia,Chapman,31,Siafe Street,Jufwutju,NJ,85595,$5861.99,YELLOW,02/21/2006
1503,Blanche,Logan,19,Rewam Place,Ebzujpor,UT,37231,$7655.67,GREEN,12/06/2041
1504,Lida,Saunders,37,Dowu Loop,Utikorozu,KY,51254,$5928.76,WHITE,07/11/2013
1505,Bernard,Atkins,63,Piteg Center,Zaselhi,TN,42138,$6755.10,RED,11/09/1991
1506,Henrietta,Frazier,42,Robup Boulevard,Zibdeese,ND,34362,$1248.70,YELLOW,09/17/1971
1507,Brandon,Watson,57,Misge Lane,Wobowjo,AR,27635,$1756.46,YELLOW,01/03/1950
1508,Myra,Anderson,63,Bawvik Street,Poujwut,ME,32550,$5919.33,WHITE,02/14/1953
1509,Augusta,Stanley,18,Fulav Avenue,Ozpiji,ID,57064,$7667.66,BLUE,01/07/1997
1510,Connor,Carroll,33,Vepfeb Pike,Usoidoze,NM,74815,$8119.16,WHITE,08/13/1933
1511,Vincent,Copeland,56,Pahvez Lane,Ogovoar,ND,07503,$3940.89,GREEN,09/21/1960
1512,Dean,Barker,48,Otsa Extension,Sujjuzfet,NY,60244,$8545.10,YELLOW,03/06/1949
1513,Steve,Beck,41,Vekhoz Loop,Kehakco,WA,69702,$9527.91,WHITE,02/20/1966
1514,Lola,Fuller,56,Kare Place,Tefcoet,LA,63216,$5351.52,RED,08/29/1970
1515,Julian,Clarke,27,Urreb Avenue,Jeogem,HI,02841,$6215.21,GREEN,06/10/2035
1516,Jordan,Matthews,40,Wecbum Loop,Finuvre,OH,66093,$6403.54,YELLOW,10/21/1925
1517,Keith,Tate,36,Hafo Drive,Ducradlu,WY,20940,$5599.68,RED,06/10/2007
1518,Edward,Mason,22,Ezsef Drive,Abkuwiv,MD,42332,$2439.57,GREEN,07/22/2061
1519,Chris,Taylor,56,Erzeb Extension,Ewboje,TN,27211,$682.41,WHITE,08/16/2061
1520,Isaac,Wilson,56,Botita Pike,Lepotot,RI,87432,$7967.94,RED,10/15/1924
1521,Alta,Anderson,52,Veip Circle,Fatjosa,SC,27185,$983.31,WHITE,04/20/2033
1522,Marc,Fuller,21,Pervo Terrace,Mefirag,MN,18967,$434.48,RED,08/13/1913
1523,Rachel,Newton,57,Rotu Extension,Igowepbog,MN,53216,$9073.43,RED,10/22/2055
1524,Don,Hamilton,23,Gasev Manor,Powelivid,MD,04675,$2864.35,GREEN,07/05/1938
1525,Lillie,Russell,36,Nimup Court,Jumogga,MD,48289,$661.48,WHITE,08/24/2044
1526,Logan,McDonald,33,Etmu View,Asoveru,ID,17629,$8616.54,GREEN,01/22/1910
1527,Lizzie,Vargas,65,Nelkew Square,Hadivoh,IA,40982,$5404.73,GREEN,01/15/2061
1528,Jayden,Copeland,22,Zasu Drive,Pupipa,SD,40258,$7783.89,YELLOW,08/14/1957
1529,Mason,Harrison,48,Abbih Ridge,Rahupec,TX,27803,$5577.10,RED,01/01/1909
1530,Max,Zimmerman,53,Tomu Extension,Duvgerse,PA,14335,$7985.36,BLUE,10/22/2005
1531,Rose,Reyes,22,Hahgoz Boulevard,Nodkithok,IA,49775,$4285.00,RED,02/12/2021
1532,Alex,Parks,60,Dipa Grove,Ujowaawe,WA,48626,$2901.86,BLUE,01/05/2050
1533,Charlotte,Webb,49,Vavop Drive,Zibebu,AK,89951,$5898.24,RED,01/26/1996
1534,Arthur,Warren,30,Mobus Trail,Suwewiw,KS,67274,$6942.23,BLUE,05/18/1988
1535,Laura,Murray,63,Buji Pass,Beujuho,TN,96405,$8017.49,GREEN,10/21/1976
1536,Derrick,Chambers,22,Moic Way,Kicofi,FL,21649,$969.56,BLUE,05/21/2041
1537,Antonio,Harris,55,Olluc Road,Efealolid,IN,83223,$8926.53,YELLOW,03/31/2039
1538,Cecelia,Lowe,20,Ehfus Mill,Bekofe,NM,33885,$4324.56,GREEN,11/11/2066
1539,Corey,Conner,38,Kekge Drive,Uhesuhhe,OH,67250,$6086.64,WHITE,03/13/2016
1540,Jeffery,Perkins,61,Nale Place,Mutouti,NH,82496,$3109.02,YELLOW,10/26/2034
1541,Abbie,Lucas,37,Tugwi Center,Fiokdu,RI,32264,$6114.26,WHITE,06/01/1940
1542,Christine,Vargas,54,Wicin Center,Sicvinuv,VA,00307,$3041.83,WHITE,07/20/1960
1543,Isabella,Francis,29,Azuij Point,Tiacmi,MT,84700,$8556.47,RED,08/02/2043
1544,Jeremy,Ingram,46,Jitiz Lane,Jewekap,MD,55834,$7902.76,WHITE,05/26/1985
1545,Dustin,Schmidt,38,Pehles Court,Gomejuro,KS,60868,$4114.52,GREEN,10/01/1987
1546,Eliza,Carroll,34,Kahri Center,Keudil,TN,70070,$7247.58,YELLOW,02/06/2039
1547,Richard,Massey,46,Gowji Terrace,Icrous,GA,86902,$2917.24,BLUE,02/23/1992
1548,Eunice,Ross,53,Johjew Path,Ragicha,NM,44958,$1485.54,GREEN,03/19/1982
1549,Frederick,Flores,53,Waduz View,Wucehez,IN,47790,$6547.85,BLUE,09/13/1976
1550,Corey,Townsend,60,Dififi Trail,Tafgodmu,MD,62980,$8031.58,WHITE,04/26/2065
1551,Celia,Jenkins,26,Alezi Plaza,Teddejcar,VT,15988,$8382.84,RED,01/02/1962
1552,Lizzie,Wood,21,Jefu Way,Nonuvaahu,SC,79916,$695.77,WHITE,09/15/2037
1553,Derek,Bailey,57,Nireb Pass,Wohidzun,AK,61711,$5079.45,BLUE,09/07/1998
1554,Effie,Gutierrez,20,Ahafa Junction,Nekino,MI,95098,$4436.29,RED,09/08/1902
1555,Shane,McDaniel,30,Nifzup Ridge,Wezitinu,HI,22791,$7614.16,WHITE,05/27/1992
1556,Benjamin,Ortega,60,Awli Park,Ramocani,KY,43718,$421.95,WHITE,01/25/1996
1557,Polly,Ortega,36,Nohkaz Ridge,Vuaciz,WA,08094,$3745.60,YELLOW,06/24/2051
1558,Frank,Harrington,61,Lapev Drive,Fekjiwawu,OR,61244,$9150.62,RED,08/09/2005
1559,Bobby,Carlson,36,Hudelu Boulevard,Keitfad,PA,52272,$4727.52,RED,03/18/1902
1560,Sylvia,Adams,65,Dejfu Key,Wevcervu,MS,79193,$8190.53,YELLOW,10/24/1907
1561,Jayden,Baldwin,22,Dujfa Park,Ikozublof,ME,31488,$3094.92,WHITE,07/17/2002
1562,Lelia,Blair,51,Teono Plaza,Anicovo,KY,09845,$9233.36,RED,01/06/1904
1563,Bobby,Cortez,32,Cirru Square,Sulomwu,PA,81034,$1779.75,WHITE,12/01/1924
1564,Jean,Hunter,42,Wilwe Boulevard,Icewfe,NH,98427,$4127.89,YELLOW,04/19/2031
1565,Chad,Lucas,27,Fifi Square,Azlowce,GA,89025,$5254.90,BLUE,09/11/1974
1566,Jayden,Ward,27,Lupof Road,Sicagduf,NM,70244,$428.90,RED,11/06/1964
1567,Andrew,Dean,65,Jimaj Path,Urtewis,VA,93477,$9442.07,RED,09/02/1970
1568,Ruth,Blake,22,Tomab Road,Dawizvo,MN,82989,$8640.14,GREEN,10/02/2018
1569,Jeff,Long,51,Muzte Glen,Uszafoc,NV,13534,$1285.00,WHITE,10/17/2039
1570,Edward,Lane,35,Dipij Turnpike,Mibsuzow,DE,00184,$6626.39,RED,10/03/2020
1571,Catherine,Mack,21,Ogiodu Pass,Jimasziw,CO,89296,$2767.26,YELLOW,10/24/1958
1572,Alex,Hansen,34,Elunes Heights,Pazeub,AL,65464,$3974.08,BLUE,03/06/2026
1573,Hester,Price,43,Feese Heights,Dugitni,GA,01979,$5192.62,GREEN,04/09/2005
1574,Ronnie,Cooper,29,Kuob Center,Nefuclu,AZ,12829,$6023.73,GREEN,08/31/1928
1575,Milton,Lane,21,Vujrik Circle,Opgital,TN,78462,$300.14,RED,06/07/1920
1576,Jeremiah,Marsh,63,Jugo Path,Tujemro,MO,76106,$143.78,RED,02/24/1940
1577,Virgie,Woods,20,Peuja Court,Vetazine,WI,53980,$1311.14,GREEN,02/26/2007
1578,David,Richardson,53,Mauco Trail,Vamekbil,IL,34745,$6749.58,GREEN,06/03/1961
1579,Delia,Spencer,49,Fana River,Tupcouh,AR,44317,$1342.99,WHITE,10/25/1969
1580,Jimmy,Norris,26,Mezruw Park,Fukuto,KY,73151,$4986.69,RED,01/07/2002
1581,Clayton,Gardner,42,Cazba Lane,Rimaepo,KY,55534,$7704.28,WHITE,05/29/1939
1582,Antonio,Reid,43,Gusun Extension,Upopohlo,NV,58224,$3128.45,WHITE,03/15/2042
1583,Caroline,Jones,42,Nubfub Point,Sawpotsus,LA,60002,$8709.54,YELLOW,01/05/2035
1584,Bertha,Hanson,50,Ezte Turnpike,Koldobvo,FL,62618,$1211.00,GREEN,09/26/1930
1585,Isaiah,Washington,54,Selpof Circle,Zehifdiw,IA,52816,$8013.39,RED,10/26/2028
1586,Alice,Ramos,35,Ohiejo Drive,Gobceduc,TN,49499,$7059.01,WHITE,10/11/1934
1587,May,Lee,62,Banep Heights,Hirzipar,SC,63247,$3277.15,YELLOW,07/13/1942
1588,Noah,Jensen,25,Bolpi Trail,Alugewup,PA,83479,$1185.37,BLUE,11/09/2058
1589,Belle,Cummings,39,Kuzfak Circle,Asiinhet,GA,91731,$2157.52,BLUE,07/20/1907
1590,Josie,Soto,18,Babum Ridge,Tavazaj,ND,05524,$5799.95,GREEN,05/27/1937
1591,Lenora,Gutierrez,41,Fupto Square,Raivvo,CT,10278,$6870.20,WHITE,01/08/2020
1592,Maud,Barnett,25,Hebsin Pike,Jeujpe,ND,10862,$7741.06,RED,04/16/1940
1593,Sue,Moreno,39,Dawzu Grove,Ibiteste,CO,07976,$3319.61,GREEN,06/18/1908
1594,Philip,Chavez,64,Sovki Ridge,Zarliwna,ND,56166,$8307.50,YELLOW,02/15/1997
1595,Vernon,Cain,43,Besu Pike,Nofnanmod,CA,30809,$5223.55,BLUE,10/17/1961
1596,Polly,Estrada,40,Hibher Court,Umcita,MD,91055,$2495.74,GREEN,01/16/1993
1597,Lora,Richardson,35,Neivu Loop,Pegitsaw,CT,08841,$5289.03,RED,07/29/1964
1598,Virginia,Strickland,52,Moof Glen,Fihname,TX,19179,$8540.62,YELLOW,01/21/2045
1599,Barry,Lawson,34,Wasfu Point,Vidaveg,AR,36921,$6830.37,GREEN,02/14/1924
1600,Lelia,Pierce,60,Givgok Place,Sojbewrip,VA,71817,$9206.79,GREEN,09/25/2047
1601,Shawn,Jones,34,Bonov Court,Atomuov,IN,97695,$2179.83,GREEN,02/17/1948
1602,Gene,Fowler,47,Tegope Park,Pumdagbav,MT,09971,$6965.42,RED,03/30/2038
1603,Shane,Romero,64,Jezuz Highway,Kosbutso,FL,50970,$9164.47,BLUE,07/14/1905
1604,Curtis,Ortega,22,Lavho Loop,Pinamube,NY,38772,$63.23,YELLOW,02/14/2018
1605,Violet,Fields,20,Rejag Street,Sirlahiv,KS,88031,$4835.41,RED,12/24/1942
1606,Fannie,Barnett,65,Riuka Drive,Zongiam,MA,36790,$4619.58,YELLOW,03/09/2000
1607,Rhoda,Stewart,55,Higi Glen,Zafhahfa,KY,13933,$33.82,RED,10/12/2001
1608,Hulda,Fernandez,35,Irzow Place,Imitikeb,SC,07422,$3772.80,BLUE,07/02/1902
1609,Gussie,Cross,34,Noli Parkway,Jinvehime,WA,10231,$3105.36,GREEN,04/26/1959
1610,Jane,Wright,19,Jovza Heights,Zunewhan,GA,76019,$7213.42,GREEN,02/07/1974
1611,Elijah,Moss,28,Wopon Avenue,Bimtota,AL,60514,$1482.32,BLUE,12/28/2046
1612,Sophia,Jackson,48,Metuv Mill,Garoube,AK,78576,$6379.90,BLUE,04/24/2009
1613,Minerva,Pierce,40,Oducew Highway,Huroshi,OK,85446,$6258.36,YELLOW,02/08/1951
1614,Ethan,Terry,56,Pufujo Turnpike,Maazso,MT,40131,$5050.15,RED,09/19/2013
1615,Susie,Nelson,22,Opvut Highway,Rotkabe,TN,35260,$7028.83,YELLOW,07/26/2043
1616,Carolyn,Daniels,49,Itjot Glen,Zugtuhwo,AL,40254,$9873.78,YELLOW,05/16/2055
1617,Bettie,Mendez,19,Gefmaw Circle,Cafecwu,MS,59023,$6720.57,BLUE,02/04/2069
1618,Leonard,Wilkerson,65,Hiti Terrace,Uvuwokhe,OR,80728,$3862.19,YELLOW,10/26/1957
1619,Jon,Grant,24,Aharom Drive,Runolup,VT,03260,$8870.32,BLUE,12/19/2045
1620,Sean,Hudson,30,Judi Point,Dihudken,NV,75679,$4776.35,YELLOW,03/18/1961
1621,Kathryn,Craig,51,Ubvuv Avenue,Keczuno,GA,73731,$7472.78,YELLOW,12/01/1974
1622,Donald,Maldonado,61,Fulbuh Street,Dozalsos,FL,38236,$1739.28,GREEN,01/24/2053
1623,Kate,Holt,52,Jofre Heights,Damophig,NJ,95162,$1924.73,WHITE,09/15/2020
1624,Willie,Becker,35,Tawhih View,Ehorazu,MD,81238,$321.79,RED,10/25/1909
1625,Randy,Caldwell,27,Hicpod Lane,Bapvodeh,VA,54376,$4269.21,BLUE,07/02/1941
1626,Roxie,Carr,53,Wephe Key,Uvdege,NC,90609,$9681.65,BLUE,12/17/2044
1627,Craig,Duncan,51,Kanuz Court,Orwago,CT,62788,$976.55,WHITE,02/16/2038
1628,Eliza,Poole,21,Geel Plaza,Iluolve,KS,68525,$7039.05,WHITE,02/13/2045
1629,Joe,Moore,38,Jobu Ridge,Zerepi,WY,26170,$9667.32,BLUE,10/25/1931
1630,Harry,Mills,31,Dozko Junction,Zitebam,DC,25119,$4125.48,WHITE,11/18/2013
1631,Gilbert,French,22,Hifare Loop,Darfigo,IA,04873,$8999.84,BLUE,05/11/2025
1632,Franklin,McCormick,19,Riba Center,Vibuvo,NH,78210,$5240.57,RED,06/25/2055
1633,Beulah,Cohen,23,Suuze Street,Jivdekzu,HI,00032,$7128.78,YELLOW,02/26/1905
1634,Todd,Douglas,18,Zusrop Loop,Cuetit,OK,50654,$5935.84,RED,10/16/2049
1635,Annie,Brown,42,Ugoso Path,Tilsudido,CA,51774,$2628.93,WHITE,04/05/2055
1636,Johanna,Parker,37,Vutuj Key,Apajohkir,NM,15946,$6921.80,YELLOW,01/29/1976
1637,Clarence,Lowe,48,Jahcaj River,Lemwine,MD,50834,$514.20,WHITE,05/14/1961
1638,Bryan,Sims,48,Zeemi Junction,Tabadveg,AK,04508,$3881.57,WHITE,08/01/1950
1639,Rosetta,Taylor,22,Lumim Court,Ezsonaz,IN,67867,$9206.09,WHITE,02/19/2059
1640,Louis,Montgomery,38,Fepiz Square,Telewko,IL,26521,$9633.72,RED,01/05/2066
1641,Nettie,Houston,56,Vigti Grove,Gokodbeg,MO,77391,$51.64,WHITE,03/06/1994
1642,Lois,Alexander,38,Galim Junction,Maehuepa,CT,78443,$5479.97,GREEN,01/09/2026
1643,Adeline,Poole,61,Boufo Pike,Gibvinjo,WI,42294,$360.44,RED,12/25/2011
1644,Willie,Steele,60,Tusiw Trail,Wenakpeg,CA,50962,$6941.45,BLUE,06/06/1956
1645,Frank,Simmons,46,Reed Place,Derpotvi,RI,41624,$2277.62,WHITE,09/01/1950
1646,Tillie,Collins,26,Ulmor Highway,Zecumhe,AZ,59392,$7804.50,WHITE,11/19/2025
1647,Nettie,Harmon,18,Nofzel Glen,Tohedhig,GA,34232,$7291.14,YELLOW,07/14/1909
1648,Andre,Hopkins,54,Dofzi Junction,Mehviwpiw,NH,42185,$7865.61,BLUE,04/19/2019
1649,Olive,Alvarez,44,Bomi View,Boleduzo,DC,44145,$9396.24,RED,12/06/2064
1650,Rachel,Ballard,32,Wozhew Way,Reugbis,MS,68384,$8510.87,YELLOW,05/31/1930
1651,Amy,Cummings,36,Levuf Junction,Garakgak,LA,49162,$2553.39,RED,12/15/1912
1652,Tillie,Cross,26,Uvakut Manor,Gibilig,MD,91589,$9973.29,GREEN,05/20/1926
1653,Clyde,Pratt,39,Ozhu Lane,Wourrac,WA,73460,$4308.93,BLUE,04/10/1944
1654,Charlotte,Vargas,47,Ubbod Drive,Udacubi,NV,91955,$48.10,YELLOW,03/01/2003
1655,Minnie,Evans,53,Fijek Road,Mewbuje,DC,67141,$7322.41,BLUE,08/12/1933
1656,Walter,Klein,50,Rumo Manor,Pawevme,MT,36797,$3203.86,GREEN,01/19/2037
1657,Hulda,McGee,31,Etibag Ridge,Wutrije,RI,72630,$6758.29,YELLOW,09/15/1993
1658,Kevin,Webster,53,Loveg Heights,Buihaje,HI,24067,$6525.54,YELLOW,11/26/2024
1659,Jordan,Walters,36,Wusor Manor,Packecek,WY,49899,$7569.76,RED,08/02/2025
1660,Joel,Glover,54,Tekil Turnpike,Ajonewja,ND,60814,$8356.40,WHITE,07/05/1929
1661,Mike,Harrington,39,Mibaki Glen,Jivaknil,CT,41064,$5120.40,GREEN,05/15/1905
1662,Jessie,Simmons,44,Pief Plaza,Mutorkug,OR,47841,$271.06,RED,09/18/2017
1663,Marcus,Harmon,37,Julih Grove,Olgoles,MT,58387,$1283.42,GREEN,09/03/1910
1664,Jimmy,Santiago,54,Jubu Court,Vimadkev,ID,94609,$7556.33,WHITE,09/02/2020
1665,Virginia,French,59,Riako Place,Puvolwu,MA,96781,$1066.22,GREEN,01/31/1968
1666,Jimmy,James,37,Lognac Center,Japeldu,NV,91383,$4786.19,GREEN,04/17/2061
1667,Nicholas,Luna,61,Afli Pass,Ojemaro,VT,72677,$6475.09,YELLOW,07/06/1992
1668,Earl,Cohen,43,Dawgam Court,Izrepta,CO,09349,$7954.09,RED,06/02/2038
1669,Lida,Allison,43,Lajvo Square,Rebkitofu,TX,61045,$8980.24,WHITE,10/15/1981
1670,Nicholas,Hardy,51,Japij Boulevard,Ralvihca,TX,25775,$9484.39,RED,06/29/1948
1671,Evelyn,Wade,42,Owuge Street,Eruirsah,AK,62333,$4505.47,GREEN,09/29/1946
1672,Edith,Patton,60,Piib Pike,Cunjoeno,MS,34274,$6068.40,RED,08/15/1994
